Region,Country ,Exchange,Name,Forex,Symbol,ISIN,SEDOL,Close(local),Mcap(local),Mcap(USD),Industry,Supersector,1 Day Close,1 Week Close,2 Week Close,1 Month Close,2 Month Close,3 Month Close,1 Day Change %,1 Day Change % (USD),1 Week Change %,1 Week Change % (USD),2 Week Change %,2 Week Change % (USD),1 Month Change %,1 Month Change % (USD),2 Month Change %,2 Month Change % USD,3 Month Change %,3 Month Change % (USD),RecScore
North America,US,NYSE,FedEx Corp.,USD,FDX.N,US31428X1063,2142784,44.49,12938434940,12938434940,Industrials,Industrial Goods & Services,45.68,44.54,40.16,43.33,50.94,62.22,-0.026050788,-0.026050788,-0.001122586,-0.001122586,0.107818725,0.107818725,0.02677129,0.02677129,-0.126619552,-0.126619552,-0.284956606,-0.284956606,0.355960615
North America,US,NYSE,Norfolk Southern Corp.,USD,NSC.N,US6558441084,2641894,33.75,12368051325,12368051325,Industrials,Industrial Goods & Services,34.88,33.35,31.04,32.37,38.36,45.5,-0.032396789,-0.032396789,0.011994003,0.011994003,0.087306701,0.076093834,0.042632067,0.031879907,-0.120177268,-0.129250454,-0.258241758,-0.265891152,0.388944396
North America,US,NYSE,General Dynamics Corp.,USD,GD.N,US3695501086,2365161,41.59,13551482629,13551482629,Industrials,Industrial Goods & Services,43.12,39.64,39.05,45.68,56.73,56.41,-0.035482375,-0.035482375,0.049192735,0.049192735,0.065044814,0.065044814,-0.089535902,-0.089535902,-0.266878195,-0.266878195,-0.262719376,-0.262719376,0.353069608
North America,US,NYSE,Eaton Corp.,USD,ETN.N,US2780581029,2300883,36.86,6042964929,6042964929,Industrials,Industrial Goods & Services,38.9,37.15,33.08,36.27,44.02,48.08,-0.052442159,-0.05244216,-0.007806191,-0.007806191,0.11426844,0.11426844,0.016266887,0.016266887,-0.162653339,-0.162653339,-0.233361065,-0.233361065,0.336199662
North America,US,NYSE,Raytheon Co.,USD,RTN.N,US7551115071,2758051,38.94,16234163880,16234163880,Industrials,Industrial Goods & Services,39.4,35.3,34.64,42.05,50.62,50.67,-0.011675127,-0.011675127,0.103116147,0.103116147,0.124133949,0.124133949,-0.073959572,-0.073959572,-0.230738838,-0.230738838,-0.231497928,-0.231497928,0.415659079
North America,US,NYSE,Mettler-Toledo International Inc.,USD,MTD.N,US5926881054,2126249,51.33,1720702995,1720702995,Industrials,Industrial Goods & Services,52.2,50.21,47.3,53,66.58,66.79,-0.016666667,-0.016666667,0.022306313,0.022306313,0.085200846,0.085200845,-0.031509434,-0.031509434,-0.229047762,-0.229047762,-0.231471777,-0.231471777,0.406554131
North America,US,NYSE,Emerson Electric Co.,USD,EMR.N,US2910111044,2313405,28.58,21578966205,21578966205,Industrials,Industrial Goods & Services,28.96,28.96,26.85,27.42,32.7,35.91,-0.013121547,-0.013121547,-0.013121547,-0.013121547,0.06443203,0.029353059,0.042304887,0.007955129,-0.125993884,-0.154797259,-0.204121415,-0.230350052,0.25116088
North America,US,NYSE,Pall Corp.,USD,PLL.N,US6964293079,2668804,20.43,2423725860,2423725860,Industrials,Industrial Goods & Services,21.25,21.05,18.85,23.95,26.07,26,-0.038588235,-0.038588235,-0.029453682,-0.029453681,0.083819629,0.083819629,-0.14697286,-0.14697286,-0.216340621,-0.216340621,-0.214230769,-0.214230769,0.227727112
North America,US,NYSE,Waste Management Inc.,USD,WMI.N,US94106L1098,2937667,25.6,12680955187,12680955187,Industrials,Industrial Goods & Services,25.9,25.9,24.01,27.39,31.19,32.44,-0.011583012,-0.011583012,-0.011583012,-0.011583012,0.066222407,0.066222407,-0.065352318,-0.065352318,-0.17922411,-0.17922411,-0.210850801,-0.210850801,0.353155683
North America,US,NYSE,Burlington Northern Santa Fe Corp.,USD,BNI.N,US12189T1043,2154927,60.15,16639938341,16639938341,Industrials,Industrial Goods & Services,61.97,59.81,57.11,59.91,66.25,74.53,-0.02936905,-0.02936905,0.005684668,0.005684668,0.053230608,0.036328232,0.004006009,-0.012106404,-0.092075472,-0.106645957,-0.192942439,-0.205894199,0.276391845
North America,US,NYSE,Alliance Data Systems Corp.,USD,ADS.N,US0185811082,2762030,36.95,2384760538,2384760538,Industrials,Industrial Goods & Services,36.34,35.66,31.07,30.83,41.59,46,0.016785911,0.016785911,0.036174986,0.036174986,0.18925008,0.189250081,0.198507947,0.198507947,-0.11156528,-0.11156528,-0.19673913,-0.19673913,0.350564263
North America,US,NYSE,Ingersoll-Rand Co. Ltd. Cl A,USD,IR.N,BMG4776G1015,2831167,13.8,4379275136,4379275136,Industrials,Industrial Goods & Services,14.95,15.27,13.93,14.64,16.21,17.09,-0.076923077,-0.076923077,-0.096267191,-0.096267191,-0.009332376,-0.009332376,-0.057377049,-0.057377049,-0.148673658,-0.148673658,-0.19251024,-0.19251024,0.166743578
North America,US,NYSE,United Technologies Corp.,USD,UTX.N,US9130171096,2915500,42.98,37686937510,37686937510,Industrials,Industrial Goods & Services,44.48,43.48,41.12,41.1,47.99,53.04,-0.033723022,-0.033723022,-0.01149954,-0.01149954,0.045233463,0.045233463,0.045742092,0.045742092,-0.104396749,-0.104396749,-0.189668175,-0.189668175,0.44041447
North America,US,NYSE,Parker Hannifin Corp.,USD,PH.N,US7010941042,2671501,33.98,5475969799,5475969799,Industrials,Industrial Goods & Services,35.38,33.9,30.47,34.32,38.21,41.85,-0.039570379,-0.039570379,0.002359882,0.002359882,0.115195274,0.115195274,-0.00990676,-0.00990676,-0.110704004,-0.110704004,-0.188052569,-0.188052569,0.236272221
North America,US,NYSE,Lockheed Martin Corp.,USD,LMT.N,US5398301094,2522096,69.03,22012546959,22012546959,Industrials,Industrial Goods & Services,71.28,69.14,64.61,68.93,82.04,84.29,-0.031565657,-0.031565657,-0.001590975,-0.001590975,0.068410463,0.068410463,0.001450747,0.001450747,-0.15858118,-0.15858118,-0.181041642,-0.181041642,0.337199657
North America,US,NYSE,Dover Corp.,USD,DOV.N,US2600031080,2278407,26.38,4905752637,4905752637,Industrials,Industrial Goods & Services,27.06,26.95,24.97,25.39,28.28,32.06,-0.025129342,-0.025129342,-0.021150278,-0.021150278,0.056467761,0.056467761,0.038991729,0.038991729,-0.06718529,-0.06718529,-0.17716781,-0.17716781,0.220012686
North America,US,NYSE,AGCO Corp.,USD,AG.N,US0010841023,2010278,19.6,1792667136,1792667136,Industrials,Industrial Goods & Services,21.08,20.12,17.46,17.36,21.28,23.69,-0.070208729,-0.070208729,-0.02584493,-0.025844931,0.122565865,0.122565865,0.129032258,0.129032258,-0.078947368,-0.078947369,-0.172646686,-0.172646686,0.464471767
North America,US,NYSE,CSX Corp.,USD,CSX.N,US1264081035,2160753,25.85,10320720372,10320720372,Industrials,Industrial Goods & Services,27.41,27.18,24.64,24.98,28.96,31.54,-0.056913535,-0.056913535,-0.048933039,-0.048933039,0.049107143,0.061832546,0.034827862,0.047380061,-0.107389503,-0.096562365,-0.180405834,-0.170464365,0.277533809
North America,US,NYSE,IMS Health Inc.,USD,RX.N,US4499341083,2256511,12.47,2261183055,2261183055,Industrials,Industrial Goods & Services,12.56,12.39,12.33,13,14.52,14.79,-0.007165605,-0.007165605,0.00645682,0.00645682,0.01135442,0.01135442,-0.040769231,-0.040769231,-0.141184573,-0.141184573,-0.156862745,-0.156862745,0.223492798
North America,US,NYSE,Rockwell Collins Inc.,USD,COL.N,US7743411016,2767228,32.64,5160623676,5160623676,Industrials,Industrial Goods & Services,33.96,33.28,31.06,32.23,37.68,38.05,-0.038869258,-0.038869258,-0.019230769,-0.019230769,0.050869285,0.033640386,0.012721067,-0.003882396,-0.133757962,-0.147959916,-0.14218134,-0.156245194,0.4122712
North America,US,NYSE,Deere & Co.,USD,DE.N,US2441991054,2261203,32.87,13839336336,13839336336,Industrials,Industrial Goods & Services,35.07,34.4,30.1,27.18,34.74,37.65,-0.062731679,-0.062731679,-0.044476744,-0.044476744,0.092026578,0.066898771,0.209345107,0.18151777,-0.05382844,-0.075600086,-0.126958831,-0.147047729,0.280506165
North America,US,NYSE,ITT Corp.,USD,ITT.N,US4509111021,2465760,38.47,6980498680,6980498680,Industrials,Industrial Goods & Services,40.06,39.87,37.03,38.57,45.28,45.1,-0.039690464,-0.039690464,-0.035114121,-0.035114121,0.038887389,0.038887389,-0.002592689,-0.002592689,-0.150397527,-0.150397526,-0.147006652,-0.147006652,0.330468068
North America,US,NYSE,Waste Connections Inc.,USD,WCN.N,US9410531001,2248240,25.7,2048708088,2048708088,Industrials,Industrial Goods & Services,25.32,25.25,22.47,23.83,29.02,30.08,0.015007899,0.015007899,0.017821782,0.017821782,0.143747219,0.143747219,0.078472514,0.078472514,-0.114403859,-0.114403859,-0.145611702,-0.145611702,0.356475687
North America,US,NASDAQ,C.H. Robinson Worldwide Inc.,USD,CHRW.OQ,US12541W2098,2116228,45.61,7742361354,7742361354,Industrials,Industrial Goods & Services,46.3,47.78,44.03,40.73,45.98,53.31,-0.014902808,-0.014902808,-0.045416492,-0.045416492,0.035884624,0.035884624,0.119813405,0.119813405,-0.008046977,-0.008046977,-0.144438192,-0.144438192,0.292225935
North America,US,NYSE,Boeing Co.,USD,BA.N,US0970231058,2108601,35.58,23284293572,23284293572,Industrials,Industrial Goods & Services,37.53,35.5,33.83,32.71,42.31,41.25,-0.051958433,-0.051958433,0.002253521,0.002253521,0.051729234,0.051729234,0.087740752,0.087740752,-0.159064051,-0.159064051,-0.137454545,-0.137454545,0.448339644
North America,US,NYSE,Honeywell International Inc.,USD,HON.N,US4385161066,2020459,27.86,18732968569,18732968569,Industrials,Industrial Goods & Services,29.25,28.94,27.06,27.56,32.81,32.59,-0.047521368,-0.047521367,-0.03731859,-0.03731859,0.029563932,0.042171473,0.010885341,0.023264153,-0.150868638,-0.140470586,-0.145136545,-0.134668301,0.329708194
North America,US,NYSE,Robert Half International Inc.,USD,RHI.N,US7703231032,2110703,17.83,2698725282,2698725282,Industrials,Industrial Goods & Services,18.44,18.15,16.21,15.61,16.95,20,-0.03308026,-0.033080261,-0.017630854,-0.017630854,0.09993831,0.067816691,0.142216528,0.108860254,0.051917404,0.021198145,-0.1085,-0.134534572,0.436187695
North America,US,NYSE,Union Pacific Corp.,USD,UNP.N,US9078181081,2914734,41.11,20686286142,20686286142,Industrials,Industrial Goods & Services,43,42.04,38.93,37.43,43.79,46.81,-0.043953488,-0.043953488,-0.022121789,-0.022121789,0.055997945,0.043602566,0.098316858,0.085424737,-0.061201187,-0.072220874,-0.121768853,-0.132077592,0.280098989
North America,US,NYSE,3M Co.,USD,MMM.N,US88579Y1010,2595708,49.72,31869237156,31869237156,Industrials,Industrial Goods & Services,50.33,49.32,47.47,46.33,53.79,57.17,-0.012120008,-0.012120008,0.0081103,0.0081103,0.047398357,0.047398357,0.073170732,0.073170732,-0.075664622,-0.075664622,-0.130313101,-0.130313101,0.252137945
North America,US,NASDAQ,Expeditors International of Washington Inc.,USD,EXPD.OQ,US3021301094,2325507,28.29,6029456696,6029456696,Industrials,Industrial Goods & Services,28.72,29.34,27.35,27.57,27.81,32.15,-0.014972145,-0.014972145,-0.035787321,-0.035787321,0.034369287,0.034369287,0.026115343,0.026115343,0.017259978,0.017259978,-0.120062208,-0.120062208,0.310039442
North America,US,NYSE,Illinois Tool Works Inc.,USD,ITW.N,US4523081093,2457552,30.85,13545888171,13545888171,Industrials,Industrial Goods & Services,31.88,29.73,26.94,28.48,32.66,35.01,-0.032308657,-0.032308658,0.037672385,0.037672385,0.145137342,0.145137342,0.083216292,0.083216292,-0.055419473,-0.055419473,-0.118823193,-0.118823193,0.320083611
North America,US,NASDAQ,Automatic Data Processing Inc.,USD,ADP.N,US0530151036,2065308,35.16,17917904231,17917904231,Industrials,Industrial Goods & Services,35.5,37.29,35.36,34.18,36.33,39.13,-0.009577465,-0.009577465,-0.057119871,-0.057119871,-0.005656109,-0.005656109,0.028671738,0.028671738,-0.032204789,-0.032204789,-0.101456683,-0.101456683,0.213836875
North America,US,NYSE,Cooper Industries Inc. Cl A,USD,CBE.N,BMG241821005,2949435,25.86,4492553128,4492553128,Industrials,Industrial Goods & Services,27.42,26.05,23.57,21.36,26.91,28.71,-0.056892779,-0.056892779,-0.007293666,-0.007293666,0.097157403,0.097157404,0.210674157,0.210674157,-0.039018952,-0.039018952,-0.099268548,-0.099268548,0.416804428
North America,US,NYSE,W.W. Grainger Inc.,USD,GWW.N,US3848021040,2380863,70.18,4530058396,4530058396,Industrials,Industrial Goods & Services,71.69,70.45,64.33,66.77,72.95,77.49,-0.02106291,-0.02106291,-0.003832505,-0.003832505,0.090937354,0.090937354,0.05107084,0.05107084,-0.037971213,-0.037971213,-0.094334753,-0.094334753,0.362856558
North America,US,NASDAQ,Joy Global Inc.,USD,JOYG.OQ,US4811651086,2781905,21.3,2175233532,2175233532,Industrials,Industrial Goods & Services,23.45,24.3,20.78,17.24,20.83,21.99,-0.091684435,-0.091684435,-0.12345679,-0.12345679,0.025024062,-0.031170326,0.23549884,0.167765698,0.02256361,-0.033495889,-0.031377899,-0.08448019,0.231064416
North America,US,NYSE,United Parcel Service Inc. Cl B,USD,UPS.N,US9113121068,2517382,49.22,33909902973,33909902973,Industrials,Industrial Goods & Services,50.11,47.54,44.73,41.19,42.49,54.18,-0.017760926,-0.017760926,0.035338662,0.035338662,0.100380058,0.111608805,0.194950231,0.207144012,0.158390209,0.170210917,-0.091546696,-0.082276452,0.522644462
North America,US,NYSE,Accenture Ltd. Cl A,USD,ACN.N,BMG1150G1116,2763958,27.49,17063968693,17063968693,Industrials,Industrial Goods & Services,27.66,31.72,29.98,28.98,31.56,32.43,-0.006146059,-0.006146059,-0.133354351,-0.133354351,-0.08305537,-0.005926283,-0.051414769,0.028375778,-0.12896071,-0.055692965,-0.152328091,-0.081025901,0.371452551
North America,US,NASDAQ,Paccar Inc,USD,PCAR.OQ,US6937181088,2665861,25.76,8872710487,8872710487,Industrials,Industrial Goods & Services,26.59,28.44,23.79,25.42,26.39,28.01,-0.031214742,-0.031214742,-0.094233474,-0.094233474,0.082807902,0.082807902,0.013375295,0.013375295,-0.023872679,-0.023872679,-0.080328454,-0.080328454,0.17984798
North America,US,NASDAQ,Stericycle Inc.,USD,SRCL.OQ,US8589121081,2860826,47.73,4115045052,4115045052,Industrials,Industrial Goods & Services,47.91,48.07,47.55,47.57,48.92,51.58,-0.003757044,-0.003757045,-0.007073019,-0.007073019,0.003785489,0.003785489,0.003363464,0.003363464,-0.024325429,-0.024325429,-0.074641334,-0.074641334,0.418141786
North America,US,NYSE,Sealed Air Corp.,USD,SEE.N,US81211K1007,2232793,13.8,2181632216,2181632216,Industrials,Industrial Goods & Services,14.17,13.78,12.67,11.43,13.55,14.72,-0.026111503,-0.026111503,0.001451379,0.001451379,0.089187056,0.089187056,0.207349081,0.207349082,0.018450185,0.018450185,-0.0625,-0.0625,0.450229006
North America,US,NYSE,L-3 Communications Holdings Inc.,USD,LLL.N,US5024241045,2247366,67.8,8095272337,8095272337,Industrials,Industrial Goods & Services,69.55,66.78,61.29,70.61,79.02,72.26,-0.025161754,-0.025161754,0.015274034,0.015274034,0.106216349,0.106216349,-0.039796063,-0.039796063,-0.14198937,-0.14198937,-0.061721561,-0.061721561,0.268296036
North America,US,NASDAQ,J.B. Hunt Transport Services Inc.,USD,JBHT.OQ,US4456581077,2445416,24.11,2679914255,2679914255,Industrials,Industrial Goods & Services,24.77,23.52,22.41,20.61,22.27,25.38,-0.026645135,-0.026645135,0.025085034,0.025085034,0.075858992,0.075858992,0.169820475,0.169820476,0.082622362,0.082622362,-0.050039401,-0.050039401,0.433680168
North America,US,NASDAQ,Fastenal Co.,USD,FAST.OQ,US3119001044,2332262,32.155,4474235768,4474235768,Industrials,Industrial Goods & Services,32.8,31.84,27.8,30.09,34.18,33.56,-0.019664634,-0.019664634,0.009893216,0.009893216,0.156654676,0.156654676,0.068627451,0.068627451,-0.059245173,-0.059245172,-0.041865316,-0.041865316,0.388298437
North America,US,NYSE,Manpower Inc.,USD,MAN.N,US56418H1005,2562490,31.53,2458177804,2458177804,Industrials,Industrial Goods & Services,32.37,31,26.35,28.05,28.46,32.77,-0.025949954,-0.025949954,0.017096774,0.017096774,0.19658444,0.19658444,0.124064171,0.124064171,0.107870696,0.107870696,-0.037839487,-0.037839487,0.436048899
North America,US,NYSE,Danaher Corp.,USD,DHR.N,US2358511028,2250870,54.22,13369868446,13369868446,Industrials,Industrial Goods & Services,55.44,56.18,54.04,51.45,55.93,55.61,-0.022005772,-0.022005772,-0.03488786,-0.03488786,0.003330866,0.003330866,0.053838678,0.053838678,-0.030573932,-0.030573932,-0.024995504,-0.024995504,0.295482659
North America,US,NYSE,Total System Services Inc.,USD,TSS.N,US8919061098,2897697,13.81,2718204734,2718204734,Industrials,Industrial Goods & Services,13.76,13.65,12.89,12.56,12.66,13.94,0.003633721,0.003633721,0.011721612,0.011721612,0.071373157,0.060484642,0.099522293,0.088347694,0.090837283,0.079750951,-0.009325681,-0.019394043,0.455084654
North America,US,NYSE,Northrop Grumman Corp.,USD,NOC.N,US6668071029,2648806,43.64,13290418204,13290418204,Industrials,Industrial Goods & Services,45.02,40.88,38.25,39.42,48.12,44.48,-0.030653043,-0.030653043,0.067514677,0.067514677,0.140915033,0.140915033,0.107052258,0.107052258,-0.093100582,-0.093100582,-0.018884892,-0.018884892,0.302588997
North America,US,NYSE,Avnet Inc.,USD,AVT.N,US0538071038,2066505,17.51,2617206603,2617206603,Industrials,Industrial Goods & Services,18.34,17.95,16.51,17.68,19.82,17.84,-0.04525627,-0.04525627,-0.024512535,-0.024512534,0.060569352,0.060569352,-0.009615385,-0.009615384,-0.11654894,-0.11654894,-0.018497758,-0.018497758,0.368565404
North America,US,NYSE,Iron Mountain Inc.,USD,IRM.N,US4628461067,2542931,22.17,4037375617,4037375617,Industrials,Industrial Goods & Services,22.24,22.67,20.33,18.43,20.46,22.49,-0.003147482,-0.003147482,-0.02205558,-0.02205558,0.09050664,0.090506641,0.202930005,0.202930005,0.083577713,0.083577713,-0.014228546,-0.014228546,0.431901344
North America,US,NASDAQ,Paychex Inc.,USD,PAYX.OQ,US7043261079,2674458,25.67,8318849207,8318849207,Industrials,Industrial Goods & Services,25.35,24.25,22.4,22.92,24.29,25.79,0.012623274,0.012623274,0.058556701,0.058556701,0.145982143,0.145982143,0.119982548,0.119982548,0.056813503,0.056813503,-0.004652966,-0.004652966,0.492431029
North America,US,NYSE,Cummins Inc.,USD,CMI.N,US2310211063,2240202,25.45,4650906196,4650906196,Industrials,Industrial Goods & Services,26.24,27.28,22.51,20.63,23.98,25.53,-0.030106707,-0.030106707,-0.067082111,-0.067082111,0.130608618,0.130608618,0.23364033,0.23364033,0.061301084,0.061301084,-0.003133568,-0.003133568,0.351007773
North America,US,NYSE,Roper Industries Inc.,USD,ROP.N,US7766961061,2749602,42.45,3795279861,3795279861,Industrials,Industrial Goods & Services,43.56,44.39,41.42,41.85,41.14,42.25,-0.025482094,-0.025482094,-0.043703537,-0.043703537,0.024867214,0.024867214,0.014336918,0.014336918,0.031842489,0.031842489,0.004733728,0.004733728,0.3673396
North America,US,NYSE,Global Payments Inc.,USD,GPN.N,US37940X1028,2712013,33.41,2665750457,2665750457,Industrials,Industrial Goods & Services,33.1,33.4,30.7,30.96,34.71,33,0.009365559,0.009365559,0.000299401,0.000299401,0.088273616,0.088273616,0.079134367,0.079134367,-0.037453184,-0.037453183,0.012424242,0.012424243,0.243682147
North America,US,NASDAQ,Fiserv Inc.,USD,FISV.OQ,US3377381088,2342034,36.46,5839128831,5839128831,Industrials,Industrial Goods & Services,35.77,36.96,32.9,32.74,31.75,35.63,0.019289908,0.019289908,-0.013528139,-0.013528138,0.108206687,0.108206687,0.11362248,0.11362248,0.148346457,0.148346457,0.023294976,0.023294976,0.352406106
North America,US,NYSE,Precision Castparts Corp.,USD,PCP.N,US7401891053,2699514,59.9,8347177852,8347177852,Industrials,Industrial Goods & Services,63.12,63.18,56.13,56.47,64.95,58.14,-0.051013942,-0.051013942,-0.051915163,-0.051915163,0.067165509,0.067165509,0.060740216,0.060740216,-0.077752117,-0.077752117,0.030271758,0.030271758,0.29718093
North America,US,NYSE,Agilent Technologies Inc.,USD,A.N,US00846U1016,2520153,15.37,5379500000,5379500000,Industrials,Industrial Goods & Services,16.21,15.89,13.76,14.21,18.08,14.88,-0.051819864,-0.051819864,-0.032724984,-0.032724984,0.117005814,0.117005814,0.081632653,0.081632653,-0.149889381,-0.149889381,0.032930108,0.032930108,0.390321818
North America,US,NYSE,Goodrich Corp.,USD,GR.N,US3823881061,2377809,37.89,4664202165,4664202165,Industrials,Industrial Goods & Services,39.66,39.81,36.3,33.86,38.66,36.57,-0.044629349,-0.044629349,-0.048229088,-0.048229088,0.043801653,0.043801653,0.119019492,0.119019492,-0.019917227,-0.019917227,0.03609516,0.03609516,0.317959084
North America,US,NYSE,Ametek Inc.,USD,AME.N,US0311001004,2089212,31.27,3315308784,3315308784,Industrials,Industrial Goods & Services,31.92,32.18,29.48,26.73,31.96,29.63,-0.020363409,-0.020363409,-0.028278434,-0.028278434,0.060719132,0.060719132,0.169846614,0.169846614,-0.021589487,-0.021589487,0.055349308,0.055349308,0.287925165
North America,US,NYSE,Affiliated Computer Services Inc. Cl A,USD,ACS.N,US0081901003,2034524,47.89,4355665994,4355665994,Industrials,Industrial Goods & Services,46.9,47.33,46.65,46.53,45.86,45.22,0.021108742,0.021108742,0.011831819,0.011831819,0.026580922,0.026580922,0.029228455,0.029228455,0.044265155,0.044265155,0.05904467,0.05904467,0.395772981
North America,US,NYSE,Ball Corp.,USD,BLL.N,US0584981064,2073022,43.4,4105198188,4105198188,Industrials,Industrial Goods & Services,43.37,43.38,39.66,39.93,38.34,40.92,0.000691722,0.000691722,0.000461042,0.000461042,0.094301563,0.094301563,0.086902079,0.086902079,0.131977047,0.131977047,0.060606061,0.060606061,0.426690968
North America,US,NYSE,URS Corp.,USD,URS.N,US9032361076,2910550,40.41,3374075906,3374075906,Industrials,Industrial Goods & Services,40.87,41.45,38.65,32.23,34.05,37.72,-0.011255199,-0.011255199,-0.02509047,-0.02509047,0.045536869,0.045536869,0.253800807,0.253800807,0.186784141,0.186784141,0.071314952,0.071314952,0.349025179
North America,US,NASDAQ,Cintas Corp.,USD,CTAS.OQ,US1729081059,2197137,24.72,3278087737,3278087737,Industrials,Industrial Goods & Services,25.07,24.73,20.57,20.06,22.75,22.87,-0.013960909,-0.013960909,-0.000404367,-0.000404367,0.201750122,0.201750122,0.232303091,0.232303091,0.086593407,0.086593407,0.080891998,0.080891998,0.404539456
North America,US,NYSE,Flowserve Corp.,USD,FLS.N,US34354P1057,2288406,56.12,3173058753,3173058753,Industrials,Industrial Goods & Services,57.43,60.08,52.23,51.49,53.31,51.33,-0.022810378,-0.022810378,-0.065912117,-0.065912117,0.074478269,0.074478269,0.089920373,0.089920373,0.052710561,0.052710561,0.093317748,0.093317748,0.385486256
North America,US,NYSE,Fidelity National Information Services Inc.,USD,FIS.N,US31620M1062,2769796,18.2,3452900524,3452900524,Industrials,Industrial Goods & Services,17.8,18.55,17.03,17.47,15.91,15.86,0.02247191,0.02247191,-0.018867925,-0.018867924,0.06870229,0.06870229,0.041785919,0.041785919,0.143934632,0.143934632,0.147540984,0.147540984,0.358627996
North America,US,NASDAQ,Flextronics International Ltd.,USD,FLEX.OQ,SG9999000020,2353058,2.89,2339428588,2339428588,Industrials,Industrial Goods & Services,2.93,2.65,2.5,2.12,2.61,2.51,-0.013651877,-0.013651877,0.090566038,0.090566037,0.156,0.156,0.363207547,0.363207547,0.107279693,0.107279693,0.151394422,0.151394422,0.449600752
North America,US,NYSE,Amphenol Corp. Cl A,USD,APH.N,US0320951017,2145084,28.49,4987781850,4987781850,Industrials,Industrial Goods & Services,29.57,29.6,26.76,26.16,26.15,23.63,-0.036523504,-0.036523503,-0.0375,-0.0375,0.064648729,0.064648729,0.089067278,0.089067278,0.089483748,0.089483748,0.205670758,0.205670758,0.434909265
North America,US,NYSE,Crown Holdings Inc.,USD,CCK.N,US2283681060,2427986,22.73,3631976308,3631976308,Industrials,Industrial Goods & Services,21.61,21.15,21.32,21.02,18.75,18.85,0.051827857,0.051827857,0.074704492,0.074704492,0.066135084,0.066135084,0.081351094,0.081351094,0.212266667,0.212266667,0.205835544,0.205835544,0.377508697
North America,US,NYSE,Lincoln National Corp.,USD,LNC.N,US5341871094,2516378,6.69,1711670010,1711670010,Financials,Insurance,10.37,9.7,8.13,10.75,15.13,18.34,-0.354869817,-0.354869817,-0.310309278,-0.310309278,-0.177121771,-0.188181618,-0.377674419,-0.386038749,-0.557832122,-0.563775053,-0.635223555,-0.640126312,0.023846241
North America,US,NYSE,Principal Financial Group Inc.,USD,PFG.N,US74251V1026,2803014,8.18,1965230996,1965230996,Financials,Insurance,10.3,8.41,7.38,10.59,16.59,21.49,-0.205825243,-0.205825243,-0.027348395,-0.027348395,0.108401084,0.108401084,-0.227573182,-0.227573182,-0.506931887,-0.506931887,-0.619357841,-0.619357841,0.179344547
North America,US,NYSE,AFLAC Inc.,USD,AFL.N,US0010551028,2026361,19.36,9024148521,9024148521,Financials,Insurance,19.81,21.69,14.98,18.96,23.21,45.6,-0.0227158,-0.0227158,-0.107422775,-0.107422775,0.292389853,0.292389853,0.021097046,0.021097046,-0.165876777,-0.165876777,-0.575438596,-0.575438596,0.35415492
North America,US,NYSE,Hartford Financial Services Group Inc.,USD,HIG.N,US4165151048,2476193,7.85,2553050923,2553050923,Financials,Insurance,9.41,9.3,6.55,7.16,13.16,16.32,-0.165781084,-0.165781084,-0.155913978,-0.155913979,0.198473282,0.293681713,0.096368715,0.183465813,-0.403495441,-0.356108266,-0.518995098,-0.480783381,0.421322356
North America,US,NYSE,Allstate Corp.,USD,ALL.N,US0200021014,2019952,19.15,10263672089,10263672089,Financials,Insurance,20.4,21.2,16.68,18.47,21.67,31.91,-0.06127451,-0.06127451,-0.096698113,-0.096698113,0.148081535,0.148081535,0.036816459,0.036816459,-0.116289802,-0.116289802,-0.399874647,-0.399874647,0.302547536
North America,US,NYSE,Torchmark Corp.,USD,TMK.N,US8910271043,2896713,26.23,2230420757,2230420757,Financials,Insurance,28.84,28.33,23.53,23.5,30,43.57,-0.090499307,-0.090499306,-0.074126368,-0.074126368,0.114747131,0.114747131,0.116170213,0.116170212,-0.125666667,-0.125666667,-0.397980262,-0.397980262,0.441401972
North America,US,NYSE,American International Group Inc.,USD,AIG.N,US0268741073,2027342,1,2362841814,2362841814,Financials,Insurance,1.02,1.48,0.83,0.52,1.28,1.56,-0.019607843,-0.019607843,-0.324324324,-0.324324324,0.204819277,0.204819277,0.923076923,0.923076924,-0.21875,-0.21875,-0.358974359,-0.358974359,0.578613411
North America,US,NYSE,Prudential Financial Inc.,USD,PRU.N,US7443201022,2819118,19.02,8083500000,8083500000,Financials,Insurance,22.18,21.11,19.1,18.87,25.75,29.25,-0.142470694,-0.142470694,-0.099005211,-0.099005211,-0.004188482,-0.004188482,0.007949126,0.007949126,-0.261359223,-0.261359223,-0.34974359,-0.34974359,0.286386839
North America,US,NYSE,MetLife Inc.,USD,MET.N,US59156R1086,2573209,22.77,11512444532,11512444532,Financials,Insurance,24.49,24.51,19.17,23.99,28.73,34.62,-0.070232748,-0.070232748,-0.070991432,-0.070991432,0.187793427,0.187793427,-0.050854523,-0.050854523,-0.20744866,-0.20744866,-0.342287695,-0.342287695,0.370619383
North America,US,NYSE,Unum Group,USD,UNM.N,US91529Y1064,2433842,12.5,4138980588,4138980588,Financials,Insurance,13.11,13.35,10.47,11,14.16,17.98,-0.046529367,-0.046529367,-0.063670412,-0.063670412,0.193887297,0.193887297,0.136363636,0.136363637,-0.117231638,-0.117231638,-0.304783092,-0.304783092,0.36128317
